filename	scene_label
audio/airport-lisbon-1000-40000-0-a.wav	airport
audio/airport-lisbon-1000-40000-1-a.wav	airport
audio/airport-lisbon-1000-40000-2-a.wav	airport
audio/airport-lisbon-1000-40000-3-a.wav	airport
audio/airport-lisbon-1000-40000-4-a.wav	airport
audio/airport-lisbon-1000-40000-5-a.wav	airport
audio/airport-lisbon-1000-40000-6-a.wav	airport
audio/airport-lisbon-1000-40000-7-a.wav	airport
audio/airport-lisbon-1000-40000-8-a.wav	airport
audio/airport-lisbon-1000-40000-9-a.wav	airport
audio/airport-prague-1015-40019-0-a.wav	airport
audio/airport-prague-1015-40019-1-a.wav	airport
audio/airport-prague-1015-40019-2-a.wav	airport
audio/airport-prague-1015-40019-3-a.wav	airport
audio/airport-prague-1015-40019-4-a.wav	airport
audio/airport-prague-1015-40019-5-a.wav	airport
audio/airport-prague-1015-40019-6-a.wav	airport
audio/airport-prague-1015-40019-7-a.wav	airport
audio/airport-prague-1015-40019-8-a.wav	airport
audio/airport-prague-1015-40019-9-a.wav	airport
audio/airport-prague-1023-40027-0-a.wav	airport
audio/airport-prague-1023-40027-1-a.wav	airport
audio/airport-prague-1023-40027-2-a.wav	airport
audio/airport-prague-1023-40027-3-a.wav	airport
audio/airport-prague-1023-40027-4-a.wav	airport
audio/airport-prague-1023-40027-5-a.wav	airport
audio/airport-prague-1023-40027-6-a.wav	airport
audio/airport-prague-1023-40027-7-a.wav	airport
audio/airport-prague-1023-40027-8-a.wav	airport
audio/airport-prague-1023-40027-9-a.wav	airport
audio/airport-prague-1023-40038-0-a.wav	airport
audio/airport-prague-1023-40038-1-a.wav	airport
audio/airport-prague-1023-40038-2-a.wav	airport
audio/airport-prague-1023-40038-3-a.wav	airport
audio/airport-prague-1023-40038-4-a.wav	airport
audio/airport-prague-1023-40038-5-a.wav	airport
audio/airport-prague-1023-40038-6-a.wav	airport
audio/airport-prague-1023-40038-7-a.wav	airport
audio/airport-prague-1023-40038-8-a.wav	airport
audio/airport-prague-1023-40038-9-a.wav	airport
audio/airport-prague-1034-40041-0-a.wav	airport
audio/airport-prague-1034-40041-1-a.wav	airport
audio/airport-prague-1034-40041-2-a.wav	airport
audio/airport-prague-1034-40041-3-a.wav	airport
audio/airport-prague-1034-40041-4-a.wav	airport
audio/airport-prague-1034-40041-5-a.wav	airport
audio/airport-prague-1034-40041-6-a.wav	airport
audio/airport-prague-1034-40041-7-a.wav	airport
audio/airport-prague-1034-40041-8-a.wav	airport
audio/airport-prague-1034-40041-9-a.wav	airport
audio/airport-prague-1015-40047-0-a.wav	airport
audio/airport-prague-1015-40047-1-a.wav	airport
audio/airport-prague-1015-40047-2-a.wav	airport
audio/airport-prague-1015-40047-3-a.wav	airport
audio/airport-prague-1015-40047-4-a.wav	airport
audio/airport-prague-1015-40047-5-a.wav	airport
audio/airport-prague-1015-40047-6-a.wav	airport
audio/airport-prague-1015-40047-7-a.wav	airport
audio/airport-prague-1015-40047-8-a.wav	airport
audio/airport-prague-1015-40047-9-a.wav	airport
audio/airport-lyon-1041-40053-0-a.wav	airport
audio/airport-lyon-1041-40053-1-a.wav	airport
audio/airport-lyon-1041-40053-2-a.wav	airport
audio/airport-lyon-1041-40053-3-a.wav	airport
audio/airport-lyon-1041-40053-4-a.wav	airport
audio/airport-lyon-1041-40053-5-a.wav	airport
audio/airport-lyon-1041-40053-6-a.wav	airport
audio/airport-lyon-1041-40053-7-a.wav	airport
audio/airport-lyon-1041-40053-8-a.wav	airport
audio/airport-lyon-1041-40053-9-a.wav	airport
audio/airport-lisbon-1000-40073-0-a.wav	airport
audio/airport-lisbon-1000-40073-1-a.wav	airport
audio/airport-lisbon-1000-40073-8-a.wav	airport
audio/airport-lisbon-1000-40073-9-a.wav	airport
audio/airport-prague-1069-40101-0-a.wav	airport
audio/airport-prague-1069-40101-1-a.wav	airport
audio/airport-prague-1069-40101-2-a.wav	airport
audio/airport-lyon-1101-41267-6-a.wav	airport
audio/airport-lyon-1101-41267-7-a.wav	airport
audio/airport-lyon-1101-41267-8-a.wav	airport
audio/airport-lisbon-1114-42707-6-a.wav	airport
audio/airport-helsinki-3-140-4-a.wav	airport
audio/airport-helsinki-3-140-5-a.wav	airport
audio/airport-helsinki-3-140-6-a.wav	airport
audio/airport-paris-8-364-6-a.wav	airport
audio/airport-vienna-14-590-6-a.wav	airport
audio/airport-vienna-13-549-1-s2.wav	airport
audio/bus-lisbon-1128-43585-0-a.wav	bus
audio/bus-lisbon-1128-43585-1-a.wav	bus
audio/bus-lisbon-1128-43585-2-a.wav	bus
audio/bus-lisbon-1128-43585-3-a.wav	bus
audio/bus-lisbon-1128-43585-4-a.wav	bus
audio/bus-london-25-881-5-a.wav	bus
audio/bus-milan-1155-40604-7-c.wav	bus
audio/metro-lyon-1064-43729-9-a.wav	metro
audio/metro-stockholm-56-1657-3-a.wav	metro
audio/metro-barcelona-42-1282-4-s2.wav	metro
audio/metro-barcelona-42-1282-5-s2.wav	metro
audio/metro-barcelona-42-1282-6-s2.wav	metro
audio/metro-barcelona-42-1282-7-s2.wav	metro
audio/metro_station-barcelona-62-1878-2-a.wav	metro_station
audio/metro_station-barcelona-62-1878-3-a.wav	metro_station
audio/metro_station-barcelona-62-1878-4-a.wav	metro_station
audio/metro_station-stockholm-85-2299-1-a.wav	metro_station
audio/metro_station-stockholm-85-2299-2-a.wav	metro_station
audio/metro_station-barcelona-61-1830-2-s3.wav	metro_station
audio/metro_station-barcelona-61-1830-3-s3.wav	metro_station
audio/park-barcelona-91-2502-2-a.wav	park
audio/park-barcelona-91-2502-3-a.wav	park
audio/park-barcelona-91-2502-4-a.wav	park
audio/park-lyon-1060-40168-8-s2.wav	park
audio/park-lyon-1060-40168-9-s2.wav	park
audio/public_square-helsinki-110-3172-5-a.wav	public_square
audio/public_square-helsinki-110-3172-6-a.wav	public_square
audio/public_square-vienna-122-3602-8-a.wav	public_square
audio/public_square-vienna-122-3602-9-a.wav	public_square
audio/public_square-vienna-122-3603-0-a.wav	public_square
audio/public_square-vienna-122-3603-1-a.wav	public_square
audio/shopping_mall-prague-1009-41691-4-a.wav	shopping_mall
audio/shopping_mall-prague-1009-41691-5-a.wav	shopping_mall
audio/shopping_mall-vienna-138-4181-3-a.wav	shopping_mall
audio/shopping_mall-vienna-138-4181-4-a.wav	shopping_mall
audio/shopping_mall-vienna-138-4181-5-a.wav	shopping_mall
audio/shopping_mall-stockholm-136-4133-5-s1.wav	shopping_mall
audio/shopping_mall-stockholm-136-4133-6-s1.wav	shopping_mall
audio/shopping_mall-prague-1053-40075-5-s2.wav	shopping_mall
audio/shopping_mall-prague-1053-40075-6-s2.wav	shopping_mall
audio/shopping_mall-stockholm-137-4169-1-s3.wav	shopping_mall
audio/shopping_mall-stockholm-137-4169-2-s3.wav	shopping_mall
audio/street_pedestrian-lyon-1047-41336-6-a.wav	street_pedestrian
audio/street_pedestrian-lyon-1047-41336-7-a.wav	street_pedestrian
audio/street_pedestrian-lyon-1047-41336-8-a.wav	street_pedestrian
audio/street_pedestrian-lyon-1047-41336-9-a.wav	street_pedestrian
audio/street_pedestrian-helsinki-147-4458-0-a.wav	street_pedestrian
audio/street_pedestrian-helsinki-147-4458-1-a.wav	street_pedestrian
audio/street_pedestrian-helsinki-147-4458-2-a.wav	street_pedestrian
